sp_name,species_author,status,family 
Myrmarachne lugubris,"(Kulczyński, 1895)",accepted,Salticidae
Myrmarachne lulengana,"Roewer, 1965",accepted,Salticidae
Myrmarachne lulengensis,"Roewer, 1965",accepted,Salticidae
Myrmarachne lupata,"(L. Koch, 1879)",accepted,Salticidae
Myrmarachne macaulayi,"Pekár, 2017",accepted,Salticidae
Myrmarachne macleayana,"(Bradley, 1876)",accepted,Salticidae
Myrmarachne macrognatha,"(Thorell, 1894)",accepted,Salticidae
Myrmarachne maerens,"Lessert, 1925",synonym,Salticidae
Myrmarachne mandibularis,"(Thorell, 1890)",accepted,Salticidae
Myrmarachne manducator,"(Westwood, 1841)",accepted,Salticidae
Myrmarachne maratha,"Tikader, 1973",synonym,Salticidae
Myrmarachne markaha,"Barrion & Litsinger, 1995",accepted,Salticidae
Myrmarachne marshalli,"Peckham & Peckham, 1903",accepted,Salticidae
Myrmarachne matsumurana,"Kishida,",nomen nudum,Salticidae
Myrmarachne mcgregori,"Banks, 1930",accepted,Salticidae
Myrmarachne megachelae,"Ganesh Kumar & Mohanasundaram, 1998",accepted,Salticidae
Myrmarachne melanocephala,"MacLeay, 1839",accepted,Salticidae
Myrmarachne melanotarsa,"Wesolowska & Salm, 2002",accepted,Salticidae
Myrmarachne militaris,"Szombathy, 1913",accepted,Salticidae
Myrmarachne milledgei,"Pekár, 2017",accepted,Salticidae
Myrmarachne moesta,"(Thorell, 1877)",accepted,Salticidae
Myrmarachne morningside,"Benjamin, 2015",accepted,Salticidae
Myrmarachne moto,"Roewer, 1965",synonym,Salticidae
Myrmarachne mulungu,"Roewer, 1965",synonym,Salticidae
Myrmarachne mussungue,"Wanless, 1978",accepted,Salticidae
Myrmarachne myrmicaeformis,"(Lucas, 1871)",accepted,Salticidae
Myrmarachne naro,"Wanless, 1978",accepted,Salticidae
Myrmarachne natalica,"Lessert, 1925",accepted,Salticidae
Myrmarachne nemorensis,"(Peckham & Peckham, 1892)",accepted,Salticidae
Myrmarachne nigella,"Simon, 1901",accepted,Salticidae
Myrmarachne nigeriensis,"Wanless, 1978",accepted,Salticidae
Myrmarachne nigra,"(Thorell, 1877)",accepted,Salticidae
Myrmarachne nitidissima,"(Thorell, 1877)",accepted,Salticidae
Myrmarachne obscura,"(Taczanowski, 1872)",nomen dubium,Salticidae
Myrmarachne onceana,"Barrion & Litsinger, 1995",accepted,Salticidae
Myrmarachne opaca,"(Karsch, 1880)",accepted,Salticidae
Myrmarachne orientales,"Tikader, 1973",synonym,Salticidae
Myrmarachne paivae,"Narayan, 1915",synonym,Salticidae
Myrmarachne palladia,"Denis, 1958",accepted,Salticidae
Myrmarachne patellata,"Strand, 1907",accepted,Salticidae
Myrmarachne paucidentata,"Berland & Millot, 1941",synonym,Salticidae
Myrmarachne paviei,"(Simon, 1886)",accepted,Salticidae
Myrmarachne pectorosa,"(Thorell, 1890)",accepted,Salticidae
Myrmarachne pectorosa sternodes,"(Thorell, 1890)",accepted,Salticidae
Myrmarachne piercei,"Banks, 1930",accepted,Salticidae
Myrmarachne pinakapalea,"Barrion & Litsinger, 1995",accepted,Salticidae
Myrmarachne pinoysorum,"Barrion & Litsinger, 1995",accepted,Salticidae
Myrmarachne pisarskii,"Berry, Beatty & Prószyński, 1996",accepted,Salticidae
Myrmarachne platypalpa,"Bradoo, 1980",accepted,Salticidae
Myrmarachne poonaensis,"Tikader, 1973",accepted,Salticidae
Myrmarachne prava,"(Karsch, 1880)",accepted,Salticidae
Myrmarachne prognatha,"(Thorell, 1887)",accepted,Salticidae
Myrmarachne providens,"(Peckham & Peckham, 1892)",accepted,Salticidae
Myrmarachne pumilio,"(Karsch, 1880)",accepted,Salticidae
Myrmarachne punctata,"Wanless & Clark, 1975",synonym,Salticidae
Myrmarachne pygmaea,"(Thorell, 1894)",accepted,Salticidae
Myrmarachne radiata,"(Thorell, 1894)",accepted,Salticidae
Myrmarachne ramosa,"Badcock, 1918",accepted,Salticidae
Myrmarachne ramunni,"Narayan, 1915",accepted,Salticidae
Myrmarachne ransoni,"Wanless, 1978",accepted,Salticidae
Myrmarachne rhopalota,"(Thorell, 1895)",accepted,Salticidae
Myrmarachne richardsi,"Wanless, 1978",accepted,Salticidae
Myrmarachne riveti,"Berland & Millot, 1941",synonym,Salticidae
Myrmarachne robusta,"(Peckham & Peckham, 1892)",accepted,Salticidae
Myrmarachne roeweri,"Reimoser, 1934",accepted,Salticidae
Myrmarachne rubra,"Ceccarelli, 2010",synonym,Salticidae
Myrmarachne rufescens,"(Thorell, 1877)",accepted,Salticidae
Myrmarachne rufisquei,"Berland & Millot, 1941",accepted,Salticidae
Myrmarachne russellsmithi,"Wanless, 1978",accepted,Salticidae
Myrmarachne sabahna,"Yamasaki & Ahmad, 2013",accepted,Salticidae
Myrmarachne sakisimana,"Kishida,",nomen nudum,Salticidae
Myrmarachne salaputium,"Yamasaki, 2018",accepted,Salticidae
Myrmarachne sansibarica,"Strand, 1910",nomen dubium,Salticidae
Myrmarachne satarensis,"Narayan, 1915",accepted,Salticidae
Myrmarachne schenkeli,"Peng & Li, 2002",accepted,Salticidae
Myrmarachne schoutedeni,"Roewer, 1965",synonym,Salticidae
Myrmarachne seriatis,"Banks, 1930",accepted,Salticidae
Myrmarachne simoni,"(L. Koch, 1879)",synonym,Salticidae
Myrmarachne simonis,"(Herman, 1879)",accepted,Salticidae
Myrmarachne smaragdina,"Ceccarelli, 2010",accepted,Salticidae
Myrmarachne solitaria,"Peckham & Peckham, 1903",accepted,Salticidae
Myrmarachne spissa,"(Peckham & Peckham, 1892)",accepted,Salticidae
Myrmarachne striatipes,"(L. Koch, 1879)",accepted,Salticidae
Myrmarachne tagalica,"Banks, 1930",accepted,Salticidae
Myrmarachne tamsuiensis,"Yamasaki, 2013",accepted,Salticidae
Myrmarachne tayabasana,"Chamberlin, 1925",accepted,Salticidae
Myrmarachne thaii,"Zabka, 1985",accepted,Salticidae
Myrmarachne tintinnabulum,"Yamasaki, 2018",accepted,Salticidae
Myrmarachne topali,"Zabka, 1985",synonym,Salticidae
Myrmarachne transversa,"(Mukerjee, 1930)",accepted,Salticidae
Myrmarachne tristis,"(Simon, 1882)",accepted,Salticidae
Myrmarachne tristis diversipes,"Denis, 1966",synonym,Salticidae
Myrmarachne uelensis,"Wanless, 1978",accepted,Salticidae
Myrmarachne uniseriata,"Narayan, 1915",accepted,Salticidae
Myrmarachne uvira,"Wanless, 1978",accepted,Salticidae
Myrmarachne vanessae,"Wanless, 1978",accepted,Salticidae
Myrmarachne vehemens,"Fox, 1937",accepted,Salticidae
Myrmarachne vestita,"(Thorell, 1895)",accepted,Salticidae
Myrmarachne vulgarisa,"Barrion & Litsinger, 1995",accepted,Salticidae
Myrmarachne zabkai,"Pekár, 2017",accepted,Salticidae
Myrmatheca alticephalon,"(Yamasaki & Ahmad, 2013)",accepted,Salticidae
Myrmavola,"Prószyński, 2016",synonym,Salticidae
Myrmele andringitra,"(Wanless, 1978)",accepted,Salticidae
Myrmele electrica,"(Peckham & Peckham, 1892)",accepted,Salticidae
Myrmele eugenei,"(Wanless, 1978)",synonym,Salticidae
Myrmele peckhami,"(Roewer, 1951)",accepted,Salticidae
Myrmele rufescens,"(Simon, 1900)",accepted,Salticidae
Nagaina berlandi,"Soares & Camargo, 1948",accepted,Salticidae
Nagaina diademata,"Simon, 1902",accepted,Salticidae
Nagaina expallidata,"(F. O. Pickard-Cambridge, 1901)",synonym,Salticidae
Nagaina flavolineata,"(F. O. Pickard-Cambridge, 1901)",synonym,Salticidae
Nagaina incunda,"Peckham & Peckham, 1896",accepted,Salticidae
Nagaina modesta,"Caporiacco, 1954",nomen dubium,Salticidae
Nagaina olivacea,"Franganillo, 1930",accepted,Salticidae
Nagaina tricincta,"Simon, 1902",accepted,Salticidae
Nagaina vegeta,"(Peckham & Peckham, 1901)",synonym,Salticidae
Nandicius cambridgei,"(Prószyński & Zochowska, 1981)",accepted,Salticidae
Nandicius deletus,"(O. Pickard-Cambridge, 1885)",accepted,Salticidae
Nandicius frigidus,"(O. Pickard-Cambridge, 1885)",accepted,Salticidae
Nandicius icioides,"(Simon, 1889)",synonym,Salticidae
Nandicius kimjoopili,"(Kim, 1995)",accepted,Salticidae
Nandicius mussooriensis,"(Prószyński, 1992)",accepted,Salticidae
Nandicius pseudoicioides,"(Caporiacco, 1935)",accepted,Salticidae
Nandicius szechuanensis,"(Logunov, 1995)",accepted,Salticidae
Nandicius vallisflorum,"Caleb, Sajan & Kumar, 2018",accepted,Salticidae
Nandicius woongilensis,"Kim & Lee, 2016",accepted,Salticidae
Nannenus constrictus,"(Karsch, 1880)",accepted,Salticidae
Nannenus lyriger,"Simon, 1902",accepted,Salticidae
Nannenus maughami,"Prószyński & Deeleman-Reinhold, 2012",accepted,Salticidae
Nannenus menghaiensis,"Cao & Li, 2016",accepted,Salticidae
Nannenus siedleckii,"Prószyński & Deeleman-Reinhold, 2012",accepted,Salticidae
Nannenus syrphus,"Simon, 1902",accepted,Salticidae
Naphrys acerba,"(Peckham & Peckham, 1909)",accepted,Salticidae
Naphrys bufoides,"(Chamberlin & Ivie, 1944)",accepted,Salticidae
Naphrys pulex,"(Hentz, 1846)",accepted,Salticidae
Naphrys xerophila,"(Richman, 1981)",accepted,Salticidae
Napoca constanzeae,"Logunov & Schäfer, 2017",accepted,Salticidae
Napoca insignis,"(O. Pickard-Cambridge, 1872)",accepted,Salticidae
Natta australis,"(Peckham & Peckham, 1902)",synonym,Salticidae
Natta chionogaster,"(Simon, 1901)",accepted,Salticidae
Natta ciliata,"(Simon, 1886)",nomen dubium,Salticidae
Natta horizontalis,"Karsch, 1879",accepted,Salticidae
Natta lucipeta,"(Simon, 1886)",nomen dubium,Salticidae
Natta rufopicta,"(Simon, 1910)",synonym,Salticidae
Natta splendidissima,"(Caporiacco, 1949)",nomen dubium,Salticidae
Natta tristellata,"(Simon, 1906)",synonym,Salticidae
Naubolus albopunctatus,"Mello-Leitão, 1943",accepted,Salticidae
Naubolus melloleitaoi,"Caporiacco, 1947",accepted,Salticidae
Naubolus micans,"Simon, 1901",accepted,Salticidae
Naubolus pallidus,"Mello-Leitão, 1945",accepted,Salticidae
Naubolus posticatus,"Simon, 1901",accepted,Salticidae
Naubolus sawayai,"Soares & Camargo, 1948",accepted,Salticidae
Naubolus simplex,"Mello-Leitão, 1946",accepted,Salticidae
Naubolus trifasciatus,"Mello-Leitão, 1927",accepted,Salticidae
Naubolus tristis,"Mello-Leitão, 1922",accepted,Salticidae
Neaetha absheronica,"Logunov & Guseinov, 2002",accepted,Salticidae
Neaetha albibarbis,"(Simon, 1871)",synonym,Salticidae
Neaetha alborufula,"Caporiacco, 1949",accepted,Salticidae
Neaetha catula,"Simon, 1886",accepted,Salticidae
Neaetha catulina,"Berland & Millot, 1941",accepted,Salticidae
Neaetha cerussata,"(Simon, 1868)",accepted,Salticidae
Neaetha fulvopilosa,"(Lucas, 1846)",accepted,Salticidae
Neaetha irreperta,"Wesolowska & Russell-Smith, 2000",accepted,Salticidae
Neaetha maxima,"Wesolowska & Russell-Smith, 2011",accepted,Salticidae
Neaetha membrosa,"(Simon, 1868)",accepted,Salticidae
Neaetha murphyorum,"Prószyński, 2000",synonym,Salticidae
Neaetha oculata,"(O. Pickard-Cambridge, 1876)",accepted,Salticidae
Neaetha ravoisiaei,"(Lucas, 1846)",accepted,Salticidae
Neaetha tomkovichi,"Logunov, 2019",accepted,Salticidae
Nebridia semicana,"Simon, 1902",accepted,Salticidae
Necatia magnidens,"(Schenkel, 1963)",accepted,Salticidae
Neccocalus,"Roewer, 1965",synonym,Salticidae
Neobrettus cornutus,"Deeleman-Reinhold & Floren, 2003",accepted,Salticidae
Neobrettus heongi,"Barrion & Barrion-Dupo, 2013",accepted,Salticidae
Neobrettus nangalisagus,"Barrion, 2001",accepted,Salticidae
Neobrettus phui,"Zabka, 1985",accepted,Salticidae
Neobrettus tibialis,"(Prószyński, 1978)",accepted,Salticidae
Neobrettus xanthophyllum,"Deeleman-Reinhold & Floren, 2003",accepted,Salticidae
Neon acoreensis,"Wunderlich, 2008",accepted,Salticidae
Neon australis,"Richardson, 2013",accepted,Salticidae
Neon avalonus,"Gertsch & Ivie, 1955",accepted,Salticidae
Neon caboverdensis,"Schmidt & Krause, 1998",accepted,Salticidae
Neon convolutus,"Denis, 1937",accepted,Salticidae
Neon ellamae,"Gertsch & Ivie, 1955",accepted,Salticidae
Neon kiyotoi,"Ikeda, 1995",accepted,Salticidae
Neon kovblyuki,"Logunov, 2004",accepted,Salticidae
Neon kratochvili,"Miller, 1943",synonym,Salticidae
Neon levis,"(Simon, 1871)",accepted,Salticidae
Neon minutus,"Zabka, 1985",accepted,Salticidae
Neon muticus,"(Simon, 1871)",accepted,Salticidae
Neon nelli,"Peckham & Peckham, 1888",accepted,Salticidae
Neon nigriceps,"Bryant, 1940",accepted,Salticidae
Neon ningyo,"Ikeda, 1995",accepted,Salticidae
Neon nojimai,"Ikeda, 1995",accepted,Salticidae
Neon obliquus,"Banks, 1895",synonym,Salticidae
Neon pictus,"Kulczyński, 1891",accepted,Salticidae
Neon pixii,"Gertsch & Ivie, 1955",accepted,Salticidae
Neon plutonus,"Gertsch & Ivie, 1955",accepted,Salticidae
Neon punctulatus,"Karsch, 1880",accepted,Salticidae
Neon pusio,"Simon, 1937",synonym,Salticidae
Neon rayi,"(Simon, 1875)",accepted,Salticidae
Neon reticulatus,"(Blackwall, 1853)",accepted,Salticidae
Neon robustus,"Lohmander, 1945",accepted,Salticidae
Neon rostratus,"Seo, 1995",synonym,Salticidae
Neon sumatranus,"Logunov, 1998",accepted,Salticidae
Neon taylori,"Richardson, 2013",accepted,Salticidae
Neon valentulus,"Falconer, 1912",accepted,Salticidae
Neon wangi,"Peng & Li, 2006",accepted,Salticidae
Neon zonatus,"Bao & Peng, 2002",accepted,Salticidae
Neonella acostae,"Rubio, Argañaraz & Gleiser, 2015",accepted,Salticidae
Neonella antillana,"Galiano, 1988",accepted,Salticidae
Neonella cabana,"Galiano, 1998",synonym,Salticidae
Neonella camillae,"Edwards, 2003",accepted,Salticidae
Neonella choanocytica,"Salgado & Ruiz, 2018",accepted,Salticidae
Neonella colalao,"Galiano, 1998",accepted,Salticidae
Neonella gyrinus,"Salgado & Ruiz, 2018",accepted,Salticidae
Neonella lubrica,"Galiano, 1988",accepted,Salticidae
Neonella mayaguez,"Galiano, 1998",accepted,Salticidae
Neonella minuta,"Galiano, 1965",accepted,Salticidae
Neonella montana,"Galiano, 1988",accepted,Salticidae
Neonella nana,"Galiano, 1988",accepted,Salticidae
Neonella noronha,"Ruiz, Brescovit & Freitas, 2007",accepted,Salticidae
Neonella salafraria,"Ruiz & Brescovit, 2004",accepted,Salticidae
Neonella vinnula,"Gertsch, 1936",accepted,Salticidae
Nepalicius koreanus,"(Wesolowska, 1981)",accepted,Salticidae
Nepalicius nepalicus,"(Andreeva, Hęciak & Prószyński, 1984)",accepted,Salticidae
Nepalicius seychellensis,"(Wanless, 1984)",accepted,Salticidae
Nicylla sundevalli,"Thorell, 1890",accepted,Salticidae
Nigorella aethiopica,"Wesolowska & Tomasiewicz, 2008",accepted,Salticidae
Nigorella albimana,"(Simon, 1902)",accepted,Salticidae
Nigorella hirsuta,"Wesolowska, 2009",accepted,Salticidae
Nigorella hirticeps,"(Song & Chai, 1992)",accepted,Salticidae
Nigorella hunanensis,"(Peng, Xie & Kim, 1993)",accepted,Salticidae
Nigorella manica,"(Peckham & Peckham, 1903)",accepted,Salticidae
Nigorella petrae,"(Prószyński, 1992)",accepted,Salticidae
Nigorella plebeja,"(L. Koch, 1875)",nomen dubium,Salticidae
Nigorella sichuanensis,"(Peng, Xie & Kim, 1993)",accepted,Salticidae
Nilakantha cockerelli,"Peckham & Peckham, 1901",accepted,Salticidae
Nilakantha crucifera,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Nilakantha inerma,"(Bryant, 1940)",accepted,Salticidae
Nilakantha peckhami,"Bryant, 1940",accepted,Salticidae
Nimbarus pratensis,"Rollard & Wesolowska, 2002",accepted,Salticidae
Noegus abrahami,"(Mello-Leitão, 1948)",synonym,Salticidae
Noegus actinosus,"Simon, 1900",accepted,Salticidae
Noegus arator,"Simon, 1900",accepted,Salticidae
Noegus argenteopunctatus,"Mello-Leitão, 1922",nomen dubium,Salticidae
Noegus australis,"(Mello-Leitão, 1941)",accepted,Salticidae
Noegus bidens,"Simon, 1900",accepted,Salticidae
Noegus catharinensis,"(Mello-Leitão, 1927)",synonym,Salticidae
Noegus cinereus,"(Mello-Leitão, 1945)",synonym,Salticidae
Noegus coccineus,"Simon, 1900",accepted,Salticidae
Noegus comatulus,"Simon, 1900",accepted,Salticidae
Noegus concolor,"(Mello-Leitão, 1922)",synonym,Salticidae
Noegus difficilis,"(Soares & Camargo, 1948)",accepted,Salticidae
Noegus franganilloi,"(Caporiacco, 1947)",accepted,Salticidae
Noegus fulvocristatus,"Simon, 1900",accepted,Salticidae
Noegus fuscimanus,"Simon, 1900",accepted,Salticidae
Noegus fuscomanus,"(Taczanowski, 1878)",accepted,Salticidae
Noegus lodovicoi,"Ruiz & Brescovit, 2008",accepted,Salticidae
Noegus mantovani,"Bauab & Soares, 1978",accepted,Salticidae
Noegus niger,"(Caporiacco, 1947)",accepted,Salticidae
Noegus niveogularis,"Simon, 1900",accepted,Salticidae
Noegus niveomarginatus,"Simon, 1900",accepted,Salticidae
Noegus pallidus,"(Mello-Leitão, 1947)",accepted,Salticidae
Noegus petrusewiczi,"Caporiacco, 1947",accepted,Salticidae
Noegus rufus,"Simon, 1900",accepted,Salticidae
Noegus spiralifer,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Noegus transversalis,"Simon, 1900",accepted,Salticidae
Noegus trilineatus,"(Mello-Leitão, 1940)",accepted,Salticidae
Noegus uncatus,"Simon, 1900",accepted,Salticidae
Noegus vulpio,"Simon, 1900",accepted,Salticidae
Nosferattus aegis,"Ruiz & Brescovit, 2005",accepted,Salticidae
Nosferattus ciliatus,"Ruiz & Brescovit, 2005",accepted,Salticidae
Nosferattus discus,"Ruiz & Brescovit, 2005",accepted,Salticidae
Nosferattus occultus,"Ruiz & Brescovit, 2005",accepted,Salticidae
Nosferattus palmatus,"Ruiz & Brescovit, 2005",accepted,Salticidae
Nungia epigynalis,"Zabka, 1985",accepted,Salticidae
Nycerella albomaculatus,"(Mello-Leitão, 1939)",synonym,Salticidae
Nycerella aprica,"(Peckham & Peckham, 1896)",accepted,Salticidae
Nycerella bristowei,"(Caporiacco, 1948)",synonym,Salticidae
Nycerella curvispina,"(F. O. Pickard-Cambridge, 1901)",synonym,Salticidae
Nycerella decorata,"(Peckham & Peckham, 1894)",accepted,Salticidae
Nycerella delecta,"(Peckham & Peckham, 1896)",accepted,Salticidae
Nycerella donaldi,"(Chickering, 1946)",accepted,Salticidae
Nycerella emarginata,"(F. O. Pickard-Cambridge, 1901)",synonym,Salticidae
Nycerella interrupta,"(F. O. Pickard-Cambridge, 1901)",synonym,Salticidae
Nycerella melanopygia,"Galiano, 1982",accepted,Salticidae
Nycerella neglecta,"Galiano, 1982",accepted,Salticidae
Nycerella panamae,"(Chamberlin, 1916)",synonym,Salticidae
Nycerella pseudaprica,"(Caporiacco, 1947)",synonym,Salticidae
Nycerella sanguinea,"(Peckham & Peckham, 1896)",accepted,Salticidae
Nycerella sanguinea paradoxa,"(Peckham & Peckham, 1896)",synonym,Salticidae
Nycerella vestita,"(Taczanowski, 1878)",accepted,Salticidae
Nycerella volucripes,"Galiano, 1982",accepted,Salticidae
Ocnotelus,"Simon, 1902",synonym,Salticidae
Ocrisiona aerata,"(L. Koch, 1879)",accepted,Salticidae
Ocrisiona cinerea,"(L. Koch, 1879)",accepted,Salticidae
Ocrisiona eucalypti,"Zabka, 1990",accepted,Salticidae
Ocrisiona frenata,"Simon, 1901",accepted,Salticidae
Ocrisiona koahi,"Zabka, 1990",accepted,Salticidae
Ocrisiona leucocomis,"(L. Koch, 1879)",accepted,Salticidae
Ocrisiona liturata,"(L. Koch, 1879)",accepted,Salticidae
Ocrisiona melancholica,"(L. Koch, 1879)",accepted,Salticidae
Ocrisiona melanopyga,"Simon, 1901",accepted,Salticidae
Ocrisiona parallelestriata,"(L. Koch, 1879)",accepted,Salticidae
Ocrisiona parmeliae,"Zabka, 1990",accepted,Salticidae
Ocrisiona suilingensis,"Peng, Liu & Kim, 1999",accepted,Salticidae
Ocrisiona victoriae,"Zabka, 1990",accepted,Salticidae
Ocrisiona yakatunyae,"Zabka, 1990",accepted,Salticidae
Ogdenia mutilla,"(Peckham & Peckham, 1907)",accepted,Salticidae
Ohilimia albomaculata,"(Thorell, 1881)",accepted,Salticidae
Ohilimia bifasciata,"(Thorell, 1881)",synonym,Salticidae
Ohilimia coccineopilosa,"(Simon, 1884)",synonym,Salticidae
Ohilimia gracilipes,"Strand, 1911",synonym,Salticidae
Ohilimia laensis,"Gardzińska & Patoleta, 2010",accepted,Salticidae
Ohilimia scutellata,"(Kritscher, 1959)",accepted,Salticidae
Ohilimia venusta,"(Thorell, 1881)",synonym,Salticidae
Okinawicius daitaricus,"(Prószyński, 1992)",accepted,Salticidae
Okinawicius delesserti,"(Caporiacco, 1941)",accepted,Salticidae
Okinawicius modestus,"(Simon, 1885)",accepted,Salticidae
Okinawicius okinawaensis,"(Prószyński, 1992)",accepted,Salticidae
Okinawicius sheherezadae,"(Prószyński, 1989)",accepted,Salticidae
Okinawicius shirinae,"(Prószyński, 1989)",accepted,Salticidae
Okinawicius sindbadi,"(Prószyński, 1989)",accepted,Salticidae
Okinawicius tokarensis,"(Bohdanowicz & Prószyński, 1987)",accepted,Salticidae
Omoedus cordatus,"Berry, Beatty & Prószyński, 1996",accepted,Salticidae
Omoedus insultans,"(Thorell, 1881)",accepted,Salticidae
Omoedus kulczynskii,"Prószyński, 1971",accepted,Salticidae
Omoedus niger,"Thorell, 1881",accepted,Salticidae
Omoedus piceus,"Simon, 1902",accepted,Salticidae
Omoedus sexualis,"(Strand, 1911)",accepted,Salticidae
Omoedus torquatus,"(Simon, 1902)",accepted,Salticidae
Oningis,"Simon, 1901",synonym,Salticidae
Onofre carnifex,"Ruiz & Brescovit, 2007",accepted,Salticidae
Onofre necator,"Ruiz & Brescovit, 2007",accepted,Salticidae
Onofre sibilans,"Ruiz & Brescovit, 2007",accepted,Salticidae
Onomastus complexipalpis,"Wanless, 1980",accepted,Salticidae
Onomastus corbetensis,"Benjamin & Kanesharatnam, 2016",accepted,Salticidae
Onomastus danum,"Prószyński & Deeleman-Reinhold, 2013",accepted,Salticidae
Onomastus indra,"Benjamin, 2010",accepted,Salticidae
Onomastus jamestaylori,"Benjamin & Kanesharatnam, 2016",accepted,Salticidae
Onomastus kaharian,"Benjamin, 2010",accepted,Salticidae
Onomastus kanoi,"Ono, 1995",accepted,Salticidae
Onomastus maskeliya,"Benjamin & Kanesharatnam, 2016",accepted,Salticidae
Onomastus nigricaudus,"Simon, 1900",accepted,Salticidae
Onomastus nigrimaculatus,"Zhang & Li, 2005",accepted,Salticidae
Onomastus patellaris,"Simon, 1900",accepted,Salticidae
Onomastus pethiyagodai,"Benjamin, 2010",accepted,Salticidae
Onomastus quinquenotatus,"Simon, 1900",accepted,Salticidae
Onomastus rattotensis,"Benjamin, 2010",accepted,Salticidae
Onomastus simoni,"Zabka, 1985",accepted,Salticidae
Opisthoncana formidabilis,"Strand, 1913",accepted,Salticidae
Opisthoncus abnormis,"L. Koch, 1881",accepted,Salticidae
Opisthoncus albiventris,"(Keyserling, 1881)",homonym replaced,Salticidae
Opisthoncus albiventris,"L. Koch, 1881",accepted,Salticidae
Opisthoncus alborufescens,"L. Koch, 1880",accepted,Salticidae
Opisthoncus barbipalpis,"(Keyserling, 1882)",accepted,Salticidae
Opisthoncus bellus,"(Karsch, 1878)",accepted,Salticidae
Opisthoncus bitaeniatus,"L. Koch, 1880",accepted,Salticidae
Opisthoncus clarus,"Keyserling, 1883",nomen dubium,Salticidae
Opisthoncus confinis,"L. Koch, 1881",accepted,Salticidae
Opisthoncus delectabilis,"Rainbow, 1920",accepted,Salticidae
Opisthoncus devexus,"Simon, 1909",accepted,Salticidae
Opisthoncus eriognathus,"(Thorell, 1881)",accepted,Salticidae
Opisthoncus grassator,"Keyserling, 1883",accepted,Salticidae
Opisthoncus inconspicuus,"(Thorell, 1881)",accepted,Salticidae
Opisthoncus keyserlingi,"Zabka, 1991",accepted,Salticidae
Opisthoncus kochi,"Zabka, 1991",accepted,Salticidae
Opisthoncus lineativentris,"L. Koch, 1880",accepted,Salticidae
Opisthoncus machaerodus,"Simon, 1909",accepted,Salticidae
Opisthoncus magnidens,"L. Koch, 1880",accepted,Salticidae
Opisthoncus mandibularis,"Szombathy, 1915",homonym replaced,Salticidae
Opisthoncus mandibularis,"L. Koch, 1880",accepted,Salticidae
Opisthoncus mordax,"L. Koch, 1880",accepted,Salticidae
Opisthoncus necator,"L. Koch, 1881",accepted,Salticidae
Opisthoncus nigrifemur,"Strand, 1911",accepted,Salticidae
Opisthoncus nigrofemoratus,"(L. Koch, 1867)",accepted,Salticidae
Opisthoncus pallidulus,"L. Koch, 1880",accepted,Salticidae
Opisthoncus parcedentatus,"L. Koch, 1880",accepted,Salticidae
Opisthoncus polyphemus,"(L. Koch, 1867)",accepted,Salticidae
Opisthoncus quadratarius,"(L. Koch, 1867)",accepted,Salticidae
Opisthoncus rubriceps,"(Thorell, 1881)",accepted,Salticidae
Opisthoncus serratofasciatus,"L. Koch, 1881",accepted,Salticidae
Opisthoncus sexmaculatus,"(C. L. Koch, 1846)",accepted,Salticidae
Opisthoncus tenuipes,"(Keyserling, 1882)",accepted,Salticidae
Opisthoncus unicolor,"L. Koch, 1881",accepted,Salticidae
Opisthoncus versimilis,"Peckham & Peckham, 1901",accepted,Salticidae
Orcevia,"Thorell, 1890",synonym,Salticidae
Orienticius breviaculeis,"(Bösenberg & Strand, 1906)",synonym,Salticidae
Orienticius chinensis,"(Logunov, 1995)",accepted,Salticidae
Orienticius lambdasignatus,"(Bösenberg & Strand, 1906)",synonym,Salticidae
Orienticius orientalis,"Kulczyński, 1895",synonym,Salticidae
Orienticius undulatovittatus,"(Bösenberg & Strand, 1906)",synonym,Salticidae
Orienticius vulpes,"(Grube, 1861)",accepted,Salticidae
Orissania,"Prószyński, 1992",synonym,Salticidae
Orsima constricta,"Simon, 1901",accepted,Salticidae
Orsima formica,"Peckham & Peckham, 1907",synonym,Salticidae
Orsima ichneumon,"(Simon, 1901)",accepted,Salticidae
Orsima thaleri,"Prószyński & Deeleman-Reinhold, 2012",accepted,Salticidae
Orthrus bicolor,"Simon, 1900",accepted,Salticidae
Orthrus calilungae,"Barrion, 1998",accepted,Salticidae
Orthrus muluensis,"Wanless, 1980",accepted,Salticidae
Orthrus palawanensis,"Wanless, 1980",accepted,Salticidae
Orvilleus crassus,"Chickering, 1946",accepted,Salticidae
Osericta cheliferoides,"(Taczanowski, 1878)",accepted,Salticidae
Osericta dives,"Simon, 1901",accepted,Salticidae
Oserictops,"Mello-Leitão, 1941",synonym,Salticidae
Pachomius acostae,"(Schenkel, 1953)",synonym,Salticidae
Pachomius albipalpis,"(Taczanowski, 1878)",accepted,Salticidae
Pachomius albonotatus,"(Caporiacco, 1947)",synonym,Salticidae
Pachomius aliceae,"(Chickering, 1946)",synonym,Salticidae
Pachomius andinus,"(Taczanowski, 1878)",accepted,Salticidae
Pachomius bahiensis,"(Galiano, 1995)",accepted,Salticidae
Pachomius bilobatus,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Pachomius colombianus,"(Galiano, 1995)",accepted,Salticidae
