sp_name,species_author,status,family
Asemonea andamanensis,"(Tikader, 1977)",synonym,Salticidae
Asemonea bella,"Lenz, 1891",synonym,Salticidae
Asemonea bengalensis,"(Tikader & Biswas, 1978)",synonym,Salticidae
Asemonea bimaculata,"Dierkens, 2014",accepted,Salticidae
Asemonea cingulata,"Thorell, 1895",synonym,Salticidae
Asemonea clara,"Wesolowska & Haddad, 2013",accepted,Salticidae
Asemonea crinita,"Wanless, 1980",accepted,Salticidae
Asemonea cristata,"Thorell, 1895",accepted,Salticidae
Asemonea cuprea,"Wesolowska, 2009",accepted,Salticidae
Asemonea fimbriata,"Wanless, 1980",accepted,Salticidae
Asemonea flava,"Wesolowska, 2001",accepted,Salticidae
Asemonea liberiensis,"Wanless, 1980",accepted,Salticidae
Asemonea maculata,"Wanless, 1980",accepted,Salticidae
Asemonea minuta,"Wanless, 1980",accepted,Salticidae
Asemonea murphyae,"Wanless, 1980",accepted,Salticidae
Asemonea ornatissima,"Peckham, Peckham & Wheeler, 1889",accepted,Salticidae
Asemonea pallida,"Wesolowska, 2001",accepted,Salticidae
Asemonea picta,"Thorell, 1895",accepted,Salticidae
Asemonea pinangensis,"Wanless, 1980",accepted,Salticidae
Asemonea pulchra,"Berland & Millot, 1941",accepted,Salticidae
Asemonea santinagarensis,"(Biswas & Biswas, 1992)",accepted,Salticidae
Asemonea serrata,"Wesolowska, 2001",accepted,Salticidae
Asemonea sichuanensis,"Song & Chai, 1992",accepted,Salticidae
Asemonea stella,"Wanless, 1980",accepted,Salticidae
Asemonea tanikawai,"Ikeda, 1996",accepted,Salticidae
Asemonea tenuipes,"(O. Pickard-Cambridge, 1869)",accepted,Salticidae
Asemonea trispila,"Tang, Yin & Peng, 2006",accepted,Salticidae
Asemonea virgea,"Wesolowska & Szűts, 2003",accepted,Salticidae
Ashtabula bicristata,"(Simon, 1901)",accepted,Salticidae
Ashtabula cuprea,"Mello-Leitão, 1946",accepted,Salticidae
Ashtabula dentata,"F. O. Pickard-Cambridge, 1901",accepted,Salticidae
Ashtabula dentichelis,"Simon, 1901",accepted,Salticidae
Ashtabula furcillata,"Crane, 1949",accepted,Salticidae
Ashtabula glauca,"Simon, 1901",accepted,Salticidae
Ashtabula montana,"Chickering, 1946",accepted,Salticidae
Ashtabula sexguttata,"Simon, 1901",accepted,Salticidae
Ashtabula zonura,"Peckham & Peckham, 1894",accepted,Salticidae
Asianellus festivus,"(C. L. Koch, 1834)",accepted,Salticidae
Asianellus gilvus,"(Simon, 1868)",synonym,Salticidae
Asianellus kazakhstanicus,"Logunov & Hęciak, 1996",accepted,Salticidae
Asianellus kuraicus,"Logunov & Marusik, 2000",accepted,Salticidae
Asianellus ontchalaan,"Logunov & Hęciak, 1996",accepted,Salticidae
Asianellus pichoni,"(Schenkel, 1963)",synonym,Salticidae
Asianellus potanini,"(Schenkel, 1963)",accepted,Salticidae
Astaenorchestes,"Simon, 1900",synonym,Salticidae
Astia hariola,"L. Koch, 1879",accepted,Salticidae
Astia ornata,"Peckham & Peckham, 1885",nomen dubium,Salticidae
Astilodes mariae,"Zabka, 2009",accepted,Salticidae
Atelurius segmentatus,"Simon, 1901",accepted,Salticidae
Athamas debakkeri,"Szüts, 2003",accepted,Salticidae
Athamas guineensis,"Jendrzejewska, 1995",accepted,Salticidae
Athamas kochi,"Jendrzejewska, 1995",accepted,Salticidae
Athamas nitidus,"Jendrzejewska, 1995",accepted,Salticidae
Athamas proszynskii,"Ono, 2011",accepted,Salticidae
Athamas tahitensis,"Jendrzejewska, 1995",accepted,Salticidae
Athamas univittatus,"Berland, 1938",synonym,Salticidae
Athamas whitmeei,"O. Pickard-Cambridge, 1877",accepted,Salticidae
Atomosphyrus breyeri,"Galiano, 1966",accepted,Salticidae
Atomosphyrus tristiculus,"Simon, 1902",accepted,Salticidae
Attidops cinctipes,"(Banks, 1900)",accepted,Salticidae
Attidops cutleri,"Edwards, 1999",accepted,Salticidae
Attidops nickersoni,"Edwards, 1999",accepted,Salticidae
Attidops youngi,"(Peckham & Peckham, 1888)",accepted,Salticidae
Attinella,"Banks, 1905",synonym,Salticidae
Attulus ammophilus,"(Thorell, 1875)",accepted,Salticidae
Attulus ansobicus,"(Andreeva, 1976)",accepted,Salticidae
Attulus avocator,"(O. Pickard-Cambridge, 1885)",accepted,Salticidae
Attulus burjaticus,"(Danilov & Logunov, 1994)",accepted,Salticidae
Attulus clavator,"(Schenkel, 1936)",accepted,Salticidae
Attulus damini,"(Chyzer, 1891)",accepted,Salticidae
Attulus distinguendus,"(Simon, 1868)",accepted,Salticidae
Attulus dubatolovi,"(Logunov & Rakov, 1998)",accepted,Salticidae
Attulus frigidus,"(Simon, 1875)",synonym,Salticidae
Attulus goricus,"(Ovtsharenko, 1978)",accepted,Salticidae
Attulus guttatus,"(Thorell, 1875)",synonym,Salticidae
Attulus helveolus,"(Simon, 1871)",synonym,Salticidae
Attulus hirokii,"Ono & Ogata, 2018",accepted,Salticidae
Attulus histrio,"(Simon, 1875)",synonym,Salticidae
Attulus illibatus,"(Simon, 1868)",synonym,Salticidae
Attulus inaequalipes,"(Simon, 1868)",synonym,Salticidae
Attulus inopinabilis,"(Logunov, 1992)",accepted,Salticidae
Attulus karakumensis,"(Logunov, 1992)",accepted,Salticidae
Attulus kazakhstanicus,"(Logunov, 1992)",accepted,Salticidae
Attulus mirandus,"(Logunov, 1993)",accepted,Salticidae
Attulus nenilini,"(Logunov & Wesolowska, 1993)",accepted,Salticidae
Attulus niveosignatus,"(Simon, 1880)",accepted,Salticidae
Attulus numeratus,"(Bösenberg & Strand, 1906)",synonym,Salticidae
Attulus paraviduus,"(Schenkel, 1963)",synonym,Salticidae
Attulus patellidens,"(Bösenberg & Strand, 1906)",synonym,Salticidae
Attulus penicillatus,"(Simon, 1875)",accepted,Salticidae
Attulus penicillatus adriaticus,"(Kolosváry, 1938)",nomen dubium,Salticidae
Attulus penicilloides,"(Wesolowska, 1981)",accepted,Salticidae
Attulus psammodes,"(Thorell, 1875)",synonym,Salticidae
Attulus pusio,"(Simon, 1871)",nomen dubium,Salticidae
Attulus ruficarpus,"(Simon, 1884)",synonym,Salticidae
Attulus saltator,"(O. Pickard-Cambridge, 1868)",accepted,Salticidae
Attulus sibiricus,"(Roewer, 1951)",synonym,Salticidae
Attulus sinensis,"(Schenkel, 1963)",accepted,Salticidae
Attulus talgarensis,"(Logunov & Wesolowska, 1993)",accepted,Salticidae
Attulus vilis,"(Kulczyński, 1895)",accepted,Salticidae
Attulus zaisanicus,"(Logunov, 1998)",accepted,Salticidae
Augustaea formicaria,"Szombathy, 1915",accepted,Salticidae
Avakubia,"Lessert, 1927",homonym replaced,Salticidae
Avarua satchelli,"Marples, 1955",accepted,Salticidae
Avitus anumbi,"Mello-Leitão, 1940",accepted,Salticidae
Avitus castaneonotatus,"Mello-Leitão, 1939",accepted,Salticidae
Avitus diolenii,"Peckham & Peckham, 1896",accepted,Salticidae
Avitus longidens,"Simon, 1901",accepted,Salticidae
Avitus taylori,"(Peckham & Peckham, 1901)",accepted,Salticidae
Avitus variabilis,"Mello-Leitão, 1945",accepted,Salticidae
Bacelarella conjugans,"Szüts & Jocqué, 2001",accepted,Salticidae
Bacelarella dracula,"Szüts & Jocqué, 2001",accepted,Salticidae
Bacelarella fradei,"Berland & Millot, 1941",accepted,Salticidae
Bacelarella gibbosa,"Wesolowska & Edwards, 2012",accepted,Salticidae
Bacelarella iactans,"Szüts & Jocqué, 2001",accepted,Salticidae
Bacelarella pavida,"Szüts & Jocqué, 2001",accepted,Salticidae
Bacelarella tanohi,"Szüts & Jocqué, 2001",accepted,Salticidae
Bacelarella tentativa,"Szüts & Jocqué, 2001",accepted,Salticidae
Bagheera kiplingi,"Peckham & Peckham, 1896",accepted,Salticidae
Bagheera laselva,"Ruiz & Edwards, 2013",accepted,Salticidae
Bagheera motagua,"Ruiz & Edwards, 2013",accepted,Salticidae
Bagheera prosper,"(Peckham & Peckham, 1901)",accepted,Salticidae
Ballognatha typica,"Caporiacco, 1935",nomen dubium,Salticidae
Ballus armadillo,"(Simon, 1871)",accepted,Salticidae
Ballus chalybeius,"(Walckenaer, 1802)",accepted,Salticidae
Ballus depressus poecilopus,"Förster & Bertkau, 1883",synonym,Salticidae
Ballus japonicus,"Saito, 1939",accepted,Salticidae
Ballus lendli,"Kolosváry, 1934",nomen dubium,Salticidae
Ballus obscuroides,"(Canestrini & Pavesi, 1868)",nomen dubium,Salticidae
Ballus piger,"O. Pickard-Cambridge, 1876",accepted,Salticidae
Ballus rufipes,"(Simon, 1868)",accepted,Salticidae
Ballus segmentatus,"Simon, 1900",accepted,Salticidae
Ballus seguipes,"(Simon, 1868)",synonym,Salticidae
Ballus sellatus,"Simon, 1900",accepted,Salticidae
Ballus sociabilis,"Franganillo, 1910",nomen dubium,Salticidae
Ballus tabupumensis,"Petrunkevitch, 1914",accepted,Salticidae
Ballus variegatus,"Simon, 1876",accepted,Salticidae
Ballus vulpinus,"(Westring, 1851)",nomen dubium,Salticidae
Balmaceda abba,"Edwards & Baert, 2018",accepted,Salticidae
Balmaceda anulipes,"Soares, 1942",accepted,Salticidae
Balmaceda biteniata,"Mello-Leitão, 1922",accepted,Salticidae
Balmaceda chickeringi,"Roewer, 1951",accepted,Salticidae
Balmaceda distans,"(Banks, 1924)",accepted,Salticidae
Balmaceda estebanensis,"Simon, 1903",nomen nudum,Salticidae
Balmaceda minor,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Balmaceda nigrosecta,"Mello-Leitão, 1945",accepted,Salticidae
Balmaceda picta,"Peckham & Peckham, 1894",accepted,Salticidae
Balmaceda reducta,"Chickering, 1946",accepted,Salticidae
Balmaceda turneri,"Chickering, 1946",accepted,Salticidae
Balmaceda variegata,"Simon, 1903",nomen nudum,Salticidae
Balmaceda vera,"Mello-Leitão, 1917",accepted,Salticidae
Banksetosa dubia,"Chickering, 1946",accepted,Salticidae
Banksetosa notata,"Chickering, 1946",accepted,Salticidae
Barraina anfracta,"Richardson, 2013",accepted,Salticidae
Baryphas ahenus,"Simon, 1902",accepted,Salticidae
Baryphas albicinctus,"Berland & Millot, 1941",synonym,Salticidae
Baryphas eupogon,"Simon, 1902",accepted,Salticidae
Baryphas jullieni,"Simon, 1902",accepted,Salticidae
Baryphas micheli,"Berland & Millot, 1941",synonym,Salticidae
Baryphas scintillans,"Berland & Millot, 1941",accepted,Salticidae
Bathippus brocchus,"(Thorell, 1881)",accepted,Salticidae
Bathippus dentiferellus,"Strand, 1911",accepted,Salticidae
Bathippus dilanians,"(Thorell, 1881)",accepted,Salticidae
Bathippus directus,"Zhang & Maddison, 2012",accepted,Salticidae
Bathippus elaphus,"(Thorell, 1881)",accepted,Salticidae
Bathippus fissidentatus,"(Strand, 1911)",synonym,Salticidae
Bathippus gahavisuka,"Zhang & Maddison, 2012",accepted,Salticidae
Bathippus keyensis,"Strand, 1911",accepted,Salticidae
Bathippus kochi,"(Simon, 1903)",accepted,Salticidae
Bathippus korei,"Zhang & Maddison, 2012",accepted,Salticidae
Bathippus latericius,"(Thorell, 1881)",accepted,Salticidae
Bathippus macrognathus,"(Thorell, 1881)",accepted,Salticidae
Bathippus macroprotopus,"Pocock, 1898",accepted,Salticidae
Bathippus madang,"Zhang & Maddison, 2012",accepted,Salticidae
Bathippus manicatus,"Simon, 1902",accepted,Salticidae
Bathippus molossus,"(Thorell, 1881)",accepted,Salticidae
Bathippus montrouzieri,"(Lucas, 1869)",accepted,Salticidae
Bathippus morsitans,"Pocock, 1897",accepted,Salticidae
Bathippus oedonychus,"(Thorell, 1881)",accepted,Salticidae
Bathippus oscitans,"(Thorell, 1881)",accepted,Salticidae
Bathippus pahang,"Zhang, Song & Li, 2003",accepted,Salticidae
Bathippus palabuanensis,"Simon, 1902",accepted,Salticidae
Bathippus papuanus,"(Thorell, 1881)",accepted,Salticidae
Bathippus proboscideus,"Pocock, 1899",accepted,Salticidae
Bathippus rechingeri,"Kulczyński, 1910",accepted,Salticidae
Bathippus ringens,"(Thorell, 1881)",accepted,Salticidae
Bathippus schalleri,"Simon, 1902",accepted,Salticidae
Bathippus seltuttensis,"Strand, 1911",accepted,Salticidae
Bathippus semiannulifer,"Strand, 1911",accepted,Salticidae
Bathippus waoranus,"Strand, 1911",accepted,Salticidae
Bavia aericeps,"Simon, 1877",accepted,Salticidae
Bavia albolineata,"Peckham & Peckham, 1885",accepted,Salticidae
Bavia annamita,"Simon, 1903",accepted,Salticidae
Bavia capistrata,"(C. L. Koch, 1846)",accepted,Salticidae
Bavia decorata,"(Thorell, 1890)",accepted,Salticidae
Bavia fedor,"Berry, Beatty & Prószyński, 1997",accepted,Salticidae
Bavia gabrieli,"Barrion, 2000",accepted,Salticidae
Bavia hians,"(Thorell, 1890)",accepted,Salticidae
Bavia insularis,"Malamel, Sankaran & Sebastian, 2015",accepted,Salticidae
Bavia intermedia,"(Karsch, 1880)",accepted,Salticidae
Bavia kahariana,"Prószyński & Deeleman-Reinhold, 2013",accepted,Salticidae
Bavia modesta,"(Keyserling, 1883)",accepted,Salticidae
Bavia papakula,"Strand, 1911",accepted,Salticidae
Bavia planiceps,"(Karsch, 1880)",accepted,Salticidae
Bavia sexpunctata,"(Doleschall, 1859)",accepted,Salticidae
Bavia sinoamerica,"Lei & Peng, 2011",accepted,Salticidae
Bavia smedleyi,"Reimoser, 1929",accepted,Salticidae
Bavia sonsorol,"Berry, Beatty & Prószyński, 1997",accepted,Salticidae
Bavia suhartoi,"Prószyński & Deeleman-Reinhold, 2013",accepted,Salticidae
Bavia thorelli,"Simon, 1901",accepted,Salticidae
Bavia valida,"(Keyserling, 1882)",accepted,Salticidae
Baviola braueri,"Simon, 1898",accepted,Salticidae
Baviola luteosignata,"Wanless, 1984",accepted,Salticidae
Baviola spatulata,"Wanless, 1984",synonym,Salticidae
Baviola tenuimana,"(Simon, 1893)",nomen dubium,Salticidae
Baviola vanmoli,"Wanless, 1984",accepted,Salticidae
Bavirecta exilis,"(Cao & Li, 2016)",accepted,Salticidae
Bavirecta flavopuncta,"Kanesharatnam & Benjamin, 2018",accepted,Salticidae
Beata aenea,"(Mello-Leitão, 1945)",accepted,Salticidae
Beata blauveltae,"Caporiacco, 1947",accepted,Salticidae
Beata cephalica,"F. O. Pickard-Cambridge, 1901",accepted,Salticidae
Beata cinereonitida,"Simon, 1902",accepted,Salticidae
Beata fausta,"(Peckham & Peckham, 1901)",accepted,Salticidae
Beata germaini,"Simon, 1902",accepted,Salticidae
Beata hispida,"(Peckham & Peckham, 1901)",accepted,Salticidae
Beata inconcinna,"(Peckham & Peckham, 1895)",accepted,Salticidae
Beata jubata,"(C. L. Koch, 1846)",accepted,Salticidae
Beata longipes,"(F. O. Pickard-Cambridge, 1901)",accepted,Salticidae
Beata lucida,"(Galiano, 1992)",accepted,Salticidae
Beata maccuni,"(Peckham & Peckham, 1895)",accepted,Salticidae
Beata magna,"Peckham & Peckham, 1895",accepted,Salticidae
Beata munda,"Chickering, 1946",accepted,Salticidae
Beata octopunctata,"(Peckham & Peckham, 1894)",accepted,Salticidae
Beata pernix,"(Peckham & Peckham, 1901)",accepted,Salticidae
Beata pleuralis,"(Banks, 1896)",synonym,Salticidae
Beata rustica,"(Peckham & Peckham, 1895)",accepted,Salticidae
Beata sexmaculata,"(Mello-Leitão, 1947)",synonym,Salticidae
Beata striata,"Petrunkevitch, 1925",accepted,Salticidae
Beata venusta,"Chickering, 1946",accepted,Salticidae
Beata wickhami,"(Peckham & Peckham, 1894)",accepted,Salticidae
Beata zeteki,"Chickering, 1946",accepted,Salticidae
Beccaria,"Caporiacco, 1947",synonym,Salticidae
Belippo anguina,"Simon, 1910",accepted,Salticidae
Belippo attenuata,"Wesolowska & Haddad, 2014",accepted,Salticidae
Belippo calcarata,"(Roewer, 1942)",accepted,Salticidae
Belippo cygniformis,"Wanless, 1978",accepted,Salticidae
Belippo elgonensis,"Wesolowska & Wiśniewski, 2015",accepted,Salticidae
Belippo ibadan,"Wanless, 1978",accepted,Salticidae
Belippo meridionalis,"Wesolowska & Haddad, 2013",accepted,Salticidae
Belippo milloti,"(Lessert, 1942)",accepted,Salticidae
Belippo nexilis,"(Simon, 1910)",accepted,Salticidae
Belippo pulchra,"Haddad & Wesolowska, 2013",accepted,Salticidae
Belippo terribilis,"Wesolowska & Wiśniewski, 2015",accepted,Salticidae
Belippo viettei,"(Kraus, 1960)",accepted,Salticidae
Belliena biocellosa,"Simon, 1902",accepted,Salticidae
Belliena ecuadorica,"Zhang & Maddison, 2012",accepted,Salticidae
Belliena flavimana,"Simon, 1902",accepted,Salticidae
Belliena phalerata,"Simon, 1902",accepted,Salticidae
Belliena scotti,"Hogg, 1918",accepted,Salticidae
Bellota fascialis,"Dyal, 1935",accepted,Salticidae
Bellota formicina,"(Taczanowski, 1878)",accepted,Salticidae
Bellota livida,"Dyal, 1935",accepted,Salticidae
Bellota micans,"Peckham & Peckham, 1909",accepted,Salticidae
Bellota modesta,"(Chickering, 1946)",accepted,Salticidae
Bellota peckhami,"Galiano, 1978",accepted,Salticidae
Bellota violacea,"Galiano, 1972",accepted,Salticidae
Bellota wheeleri,"Peckham & Peckham, 1909",accepted,Salticidae
Bellota yacui,"Galiano, 1972",accepted,Salticidae
Bianor albobimaculatus,"(Lucas, 1846)",accepted,Salticidae
Bianor albomaculatus,"(Thorell, 1890)",synonym,Salticidae
Bianor angulosus,"(Karsch, 1879)",accepted,Salticidae
Bianor balius,"Thorell, 1890",accepted,Salticidae
Bianor biguttatus,"Wesolowska & van Harten, 2002",accepted,Salticidae
Bianor biocellosus,"Simon, 1902",accepted,Salticidae
Bianor carli,"Reimoser, 1934",synonym,Salticidae
Bianor compactus,"(Urquhart, 1885)",accepted,Salticidae
Bianor concolor,"(Keyserling, 1882)",accepted,Salticidae
Bianor diversipes,"Simon, 1901",accepted,Salticidae
Bianor eximius,"Wesolowska & Haddad, 2009",accepted,Salticidae
Bianor fasciatus,"Mello-Leitão, 1922",accepted,Salticidae
Bianor fimbriatus,"Mello-Leitão, 1917",nomen dubium,Salticidae
Bianor hongkong,"Song, Xie, Zhu & Wu, 1997",accepted,Salticidae
Bianor hotingchiehi,"Schenkel, 1963",synonym,Salticidae
Bianor incitatus,"Thorell, 1890",synonym,Salticidae
Bianor kovaczi,"Logunov, 2001",accepted,Salticidae
Bianor leucostictus,"(Thorell, 1890)",synonym,Salticidae
Bianor maculatus,"(Keyserling, 1883)",accepted,Salticidae
Bianor monster,"Zabka, 1985",accepted,Salticidae
Bianor murphyi,"Logunov, 2001",accepted,Salticidae
Bianor narmadaensis,"(Tikader, 1975)",accepted,Salticidae
Bianor nexilis,"Jastrzebski, 2007",accepted,Salticidae
Bianor obak,"Berry, Beatty & Prószyński, 1996",synonym,Salticidae
Bianor pashanensis,"(Tikader, 1975)",accepted,Salticidae
Bianor paulyi,"Logunov, 2009",accepted,Salticidae
Bianor piratus,"Sen, Dhali, Saha & Raychaudhuri, 2015",accepted,Salticidae
Bianor pseudomaculatus,"Logunov, 2001",accepted,Salticidae
Bianor pulchellus,"Wesolowska & van Harten, 1994",synonym,Salticidae
Bianor punjabicus,"Logunov, 2001",accepted,Salticidae
Bianor putus,"(O. Pickard-Cambridge, 1872)",synonym,Salticidae
Bianor quadrimaculatus,"(Lawrence, 1927)",accepted,Salticidae
Bianor rusticulus,"Peckham & Peckham, 1903",synonym,Salticidae
Bianor scutatus,"Wesolowska & van Harten, 1994",synonym,Salticidae
Bianor senegalensis,"Logunov, 2001",accepted,Salticidae
Bianor simoni,"Zabka, 1985",synonym,Salticidae
Bianor simplex,"(Blackwall, 1865)",accepted,Salticidae
Bianor tortus,"Jastrzebski, 2007",accepted,Salticidae
Bianor trepidans,"Thorell, 1895",synonym,Salticidae
Bianor vitiensis,"Berry, Beatty & Prószyński, 1996",accepted,Salticidae
Bianor wunderlichi,"Logunov, 2001",accepted,Salticidae
Bindax chalcocephalus,"(Thorell, 1877)",accepted,Salticidae
Bindax oscitans,"(Pocock, 1898)",accepted,Salticidae
Bizonella,"Strand, 1929",synonym,Salticidae
Blaisea,"Simon, 1903",synonym,Salticidae
Bocus angusticollis,"Deeleman-Reinhold & Floren, 2003",accepted,Salticidae
Bocus excelsus,"Peckham & Peckham, 1892",accepted,Salticidae
Bocus flavus,"Simon, 1900",synonym,Salticidae
Bocus philippinensis,"Wanless, 1978",accepted,Salticidae
Boethoportia,"Hogg, 1915",synonym,Salticidae
Boethus,"Thorell, 1878",homonym replaced,Salticidae
Bokokius penicillatus,"Roewer, 1942",accepted,Salticidae
Brancus besanconi,"(Berland & Millot, 1941)",accepted,Salticidae
